,movie,year,imdb,metascore,votes,n_imdb
1050,Flags of Our Fathers,2006,7.1,79,109061,71.0
1051,This Is England,2006,7.7,86,107230,77.0
1052,Scary Movie 4,2006,5.1,40,103152,51.0
1053,Step Up,2006,6.5,48,101134,65.0
1054,Miami Vice,2006,6.0,65,100129,60.0
1055,The Fall,2006,7.9,64,98706,79.0
1056,Little Children,2006,7.5,75,98479,75.0
1057,A Scanner Darkly,2006,7.1,73,97443,71.0
1058,Flushed Away,2006,6.6,74,97423,66.0
1059,The Queen,2006,7.3,91,94914,73.0
1060,Tenacious D in The Pick of Destiny,2006,6.8,55,93830,68.0
1061,Alpha Dog,2006,6.9,53,93259,69.0
1062,Running Scared,2006,7.4,41,92499,74.0
1063,Rescue Dawn,2006,7.3,77,92322,73.0
1064,The Good Shepherd,2006,6.7,61,92248,67.0
1065,United 93,2006,7.6,90,90034,76.0
1066,Marie Antoinette,2006,6.4,65,89892,64.0
1067,Poseidon,2006,5.6,50,89146,56.0
1068,Lady in the Water,2006,5.6,36,86893,56.0
1069,Volver,2006,7.6,84,85083,76.0
1070,Monster House,2006,6.6,68,84462,66.0
1071,The Painted Veil,2006,7.5,69,83736,75.0
1072,The Guardian,2006,6.9,53,81080,69.0
1073,Gwoemul,2006,7.0,85,80743,70.0
1074,A Good Year,2006,7.0,47,79544,70.0
1075,Half Nelson,2006,7.2,85,78230,72.0
1076,Cashback,2006,7.2,54,77970,72.0
1077,An Inconvenient Truth,2006,7.5,75,75337,75.0
1078,Ultraviolet,2006,4.4,18,75062,44.0
1079,Open Season,2006,6.1,49,74857,61.0
1080,Scoop,2006,6.7,48,74097,67.0
1081,John Tucker Must Die,2006,5.8,41,73461,58.0
1082,"You, Me and Dupree",2006,5.6,46,73344,56.0
1083,Nacho Libre,2006,5.7,52,72958,57.0
1084,The Pink Panther,2006,5.6,38,72917,56.0
1085,World Trade Center,2006,6.0,66,72408,60.0
1086,Grandma's Boy,2006,7.0,33,72267,70.0
1087,Notes on a Scandal,2006,7.4,73,69266,74.0
1088,Slither,2006,6.5,69,67667,65.0
1089,Huo yuanjia,2006,7.7,70,67453,77.0
1090,The Black Dahlia,2006,5.6,49,66979,56.0
1091,"Paris, je t'aime",2006,7.3,66,66667,73.0
1092,Zwartboek,2006,7.8,71,66219,78.0
1093,La science des rêves,2006,7.3,70,64825,73.0
1094,Failure to Launch,2006,5.6,47,64557,56.0
1095,Dreamgirls,2006,6.5,76,62451,65.0
1096,The Texas Chainsaw Massacre: The Beginning,2006,5.9,30,62039,59.0
1097,Jackass Number Two,2006,7.1,66,61337,71.0
1098,Beerfest,2006,6.3,46,59343,63.0
1099,Invincible,2006,7.1,63,58270,71.0
1100,The Wicker Man,2006,3.7,36,58080,37.0
1101,My Super Ex-Girlfriend,2006,5.1,50,57709,51.0
1102,Black Snake Moan,2006,7.0,52,56958,70.0
1103,Papurika,2006,7.7,81,56599,77.0
1104,Penelope,2006,6.8,48,55586,68.0
1105,Eight Below,2006,7.3,64,54386,73.0
1106,Date Movie,2006,2.8,11,53479,28.0
1107,Firewall,2006,5.8,45,52841,58.0
1108,The Omen,2006,5.5,43,52288,55.0
1109,We Are Marshall,2006,7.1,53,51866,71.0
1110,RV,2006,5.5,33,51009,55.0
1111,Wristcutters: A Love Story,2006,7.3,62,50070,73.0
1112,Just My Luck,2006,5.4,29,49094,54.0
1113,Tristan + Isolde,2006,6.8,49,47863,68.0
1114,Inland Empire,2006,7.0,72,47683,70.0
1115,The Sentinel,2006,6.1,49,44987,61.0
1116,Ne le dis à personne,2006,7.5,82,44483,75.0
1117,Littleman,2006,4.3,26,44331,43.0
1118,The Benchwarmers,2006,5.6,25,44328,56.0
1119,The Covenant,2006,5.3,19,43158,53.0
1120,The Grudge 2,2006,5.0,33,42880,50.0
1121,The Wind that Shakes the Barley,2006,7.5,82,41054,75.0
1122,DOA: Dead or Alive,2006,4.8,38,40800,48.0
1123,Employee of the Month,2006,5.5,36,40491,55.0
1124,Bobby,2006,7.0,54,39600,70.0
1125,Candy,2006,7.3,57,39548,73.0
1126,The Last Kiss,2006,6.5,57,39459,65.0
1127,Man cheng jin dai huang jin jia,2006,7.0,70,39197,70.0
1128,When a Stranger Calls,2006,5.1,27,38753,51.0
1129,Glory Road,2006,7.2,58,38701,72.0
1130,Flyboys,2006,6.5,47,38395,65.0
1131,Gridiron Gang,2006,6.9,52,37642,69.0
1132,Black Sheep,2006,5.8,62,36851,58.0
1133,Big Momma's House 2,2006,4.7,34,36270,47.0
1134,Southland Tales,2006,5.5,44,34379,55.0
1135,Aquamarine,2006,5.3,51,34296,53.0
1136,Severance,2006,6.5,62,34009,65.0
1137,Basic Instinct 2,2006,4.3,26,33978,43.0
1138,Turistas,2006,5.4,36,33452,54.0
1139,The Ant Bully,2006,5.8,59,33251,58.0
1140,Garfield: A Tail of Two Kitties,2006,5.0,37,32819,50.0
1141,Charlotte's Web,2006,6.3,68,31927,63.0
1142,Dnevnoy dozor,2006,6.5,59,31584,65.0
1143,Hollywoodland,2006,6.5,62,30913,65.0
1144,Bug,2006,6.1,62,30430,61.0
1145,Find Me Guilty,2006,7.1,65,30346,71.0
1146,The Marine,2006,4.7,45,29937,47.0
1147,Shortbus,2006,6.5,64,29735,65.0
1148,Man of the Year,2006,6.2,39,29735,62.0
1149,Arthur et les Minimoys,2006,6.0,39,29060,60.0
1150,Efter brylluppet,2006,7.8,78,28556,78.0
1151,All the Boys Love Mandy Lane,2006,5.6,44,28365,56.0
1152,Hors de prix,2006,7.0,72,28304,70.0
1153,Stay Alive,2006,5.1,24,27732,51.0
1154,School for Scoundrels,2006,5.9,44,27685,59.0
1155,Unknown,2006,6.5,44,27625,65.0
1156,Gedo senki,2006,6.5,47,27546,65.0
1157,Goya's Ghosts,2006,6.9,52,27268,69.0
1158,Seraphim Falls,2006,6.7,62,26894,67.0
1159,Ils,2006,6.5,60,26790,65.0
1160,The Santa Clause 3: The Escape Clause,2006,4.7,32,26689,47.0
1161,Fido,2006,6.7,70,26632,67.0
1162,Pulse,2006,4.7,27,26482,47.0
1163,This Film Is Not Yet Rated,2006,7.5,75,26400,75.0
1164,Miss Potter,2006,7.0,57,25844,70.0
1165,No Country for Old Men,2007,8.1,91,724715,81.0
1166,I Am Legend,2007,7.2,65,608129,72.0
1167,The Bourne Ultimatum,2007,8.0,85,564349,80.0
1168,Transformers,2007,7.1,61,554903,71.0
1169,Ratatouille,2007,8.0,96,544567,80.0
1170,Pirates of the Caribbean: At World's End,2007,7.1,50,534975,71.0
1171,Into the Wild,2007,8.1,73,501746,81.0
1172,Superbad,2007,7.6,76,465882,76.0
1173,Juno,2007,7.5,81,453158,75.0
1174,There Will Be Blood,2007,8.1,93,440982,81.0
1175,Spider-Man 3,2007,6.2,59,437735,62.0
1176,Harry Potter and the Order of the Phoenix,2007,7.5,71,422641,75.0
1177,Hot Fuzz,2007,7.9,81,404942,79.0
1178,Zodiac,2007,7.7,78,367395,77.0
1179,Live Free or Die Hard,2007,7.2,69,361720,72.0
1180,American Gangster,2007,7.8,76,353855,78.0
1181,Knocked Up,2007,7.0,85,322620,70.0
1182,Sweeney Todd: The Demon Barber of Fleet Street,2007,7.4,83,311849,74.0
1183,Ocean's Thirteen,2007,6.9,62,286377,69.0
1184,Shooter,2007,7.2,53,282166,72.0
1185,The Simpsons Movie,2007,7.3,80,281918,73.0
1186,3:10 to Yuma,2007,7.7,76,260965,77.0
1187,The Mist,2007,7.2,58,250706,72.0
1188,Shrek the Third,2007,6.0,58,241243,60.0
1189,1408,2007,6.8,64,234209,68.0
1190,28 Weeks Later,2007,7.0,78,234020,70.0
1191,Stardust,2007,7.7,66,231742,77.0
1192,4: Rise of the Silver Surfer,2007,5.6,45,231573,56.0
1193,Gone Baby Gone,2007,7.7,72,223494,77.0
1194,Atonement,2007,7.8,85,218362,78.0
1195,Sunshine,2007,7.3,64,212374,73.0
1196,Eastern Promises,2007,7.7,82,207913,77.0
1197,The Bucket List,2007,7.4,42,206489,74.0
1198,Paranormal Activity,2007,6.3,68,202195,63.0
1199,Ghost Rider,2007,5.2,35,202017,52.0
1200,Disturbia,2007,6.9,62,201777,69.0
1201,National Treasure: Book of Secrets,2007,6.5,48,199613,65.0
1202,P.S. I Love You,2007,7.1,39,186405,71.0
1203,Resident Evil: Extinction,2007,6.3,41,167940,63.0
1204,Grindhouse,2007,7.6,77,166050,76.0
1205,The Golden Compass,2007,6.1,51,162464,61.0
1206,Fracture,2007,7.2,68,161287,72.0
1207,Enchanted,2007,7.1,75,159314,71.0
1208,The Darjeeling Limited,2007,7.2,67,158075,72.0
1209,The Assassination of Jesse James by the Coward Robert Ford,2007,7.5,68,151873,75.0
1210,Beowulf,2007,6.2,59,151731,62.0
1211,30 Days of Night,2007,6.6,53,151642,66.0
1212,Hitman,2007,6.3,35,150375,63.0
1213,Michael Clayton,2007,7.3,82,145368,73.0
1214,Blades of Glory,2007,6.3,64,142411,63.0
1215,Shoot 'Em Up,2007,6.7,49,137423,67.0
1216,Next,2007,6.2,42,135986,62.0
1217,Rush Hour 3,2007,6.2,44,135493,62.0
1218,El orfanato,2007,7.5,74,133054,75.0
1219,Mr. Brooks,2007,7.3,45,133039,73.0
1220,I Now Pronounce You Chuck & Larry,2007,6.0,37,129949,60.0
1221,Lars and the Real Girl,2007,7.3,70,127163,73.0
1222,Evan Almighty,2007,5.4,37,126137,54.0
1223,Saw IV,2007,5.9,36,126137,59.0
1224,Bridge to Terabithia,2007,7.2,74,125997,72.0
1225,Bee Movie,2007,6.1,54,121432,61.0
1226,The Kingdom,2007,7.1,56,109716,71.0
1227,Hairspray,2007,6.7,81,108714,67.0
1228,Wild Hogs,2007,5.9,27,106983,59.0
1229,AVPR: Aliens vs Predator - Requiem,2007,4.7,29,103959,47.0
1230,Once,2007,7.9,88,102258,79.0
1231,Mr. Bean's Holiday,2007,6.4,56,101100,64.0
1232,Across the Universe,2007,7.4,56,99236,74.0
1233,Death at a Funeral,2007,7.4,67,98387,74.0
1234,Charlie Wilson's War,2007,7.1,69,97372,71.0
1235,Halloween,2007,6.1,47,96932,61.0
1236,Le scaphandre et le papillon,2007,8.0,92,96402,80.0
1237,August Rush,2007,7.5,38,96337,75.0
1238,Epic Movie,2007,2.3,17,95734,23.0
1239,Hannibal Rising,2007,6.2,35,94854,62.0
1240,Dan in Real Life,2007,6.8,65,91956,68.0
1241,Tropa de Elite,2007,8.1,33,89708,81.0
1242,Music and Lyrics,2007,6.5,59,88804,65.0
1243,Reign Over Me,2007,7.5,61,88591,75.0
1244,Before the Devil Knows You're Dead,2007,7.3,84,88037,73.0
1245,Vacancy,2007,6.2,54,86937,62.0
1246,Funny Games,2007,6.5,44,79891,65.0
1247,Good Luck Chuck,2007,5.6,19,79596,56.0
1248,Persepolis,2007,8.1,90,79034,81.0
1249,War,2007,6.3,36,78643,63.0
1250,The Heartbreak Kid,2007,5.8,46,77995,58.0
1251,Wan'e yezonghui,2007,6.9,59,77810,69.0
1252,Hostel: Part II,2007,5.5,46,77758,55.0
1253,Meet the Robinsons,2007,6.9,61,76695,69.0
1254,Dead Silence,2007,6.2,34,76105,62.0
1255,La môme,2007,7.6,66,74630,76.0
1256,The Kite Runner,2007,7.6,61,72946,76.0
1257,Sicko,2007,8.0,74,70329,80.0
1258,88 Minutes,2007,5.9,17,70170,59.0
1259,The Invasion,2007,5.9,45,69479,59.0
1260,Awake,2007,6.5,33,68078,65.0
1261,Premonition,2007,5.9,29,67265,59.0
1262,Hot Rod,2007,6.7,43,67153,67.0
1263,Alvin and the Chipmunks,2007,5.2,39,65697,52.0
1264,Death Sentence,2007,6.8,36,64859,68.0
1265,No Reservations,2007,6.3,50,64545,63.0
1266,In the Valley of Elah,2007,7.2,65,64428,72.0
1267,Chak De! India,2007,8.2,68,62484,82.0
1268,Run Fatboy Run,2007,6.6,48,62309,66.0
1269,Walk Hard: The Dewey Cox Story,2007,6.8,63,60864,68.0
1270,Surf's Up,2007,6.7,64,60102,67.0
1271,Elizabeth: The Golden Age,2007,6.9,45,59987,69.0
1272,Norbit,2007,4.0,27,59774,40.0
1273,Charlie Bartlett,2007,7.0,54,59702,70.0
1274,Freedom Writers,2007,7.5,64,59518,75.0
1275,TMNT,2007,6.3,41,57068,63.0
1276,Control,2007,7.7,78,56080,77.0
1277,The Hills Have Eyes II,2007,5.1,32,55189,51.0
1278,Breach,2007,7.0,74,54813,70.0
1279,The Brave One,2007,6.8,56,54124,68.0
1280,The Lookout,2007,7.0,73,53860,70.0
1281,The Nanny Diaries,2007,6.2,46,52395,62.0
1282,Becoming Jane,2007,7.1,55,52339,71.0
1283,I'm Not There.,2007,7.0,73,52135,70.0
1284,The Great Debaters,2007,7.6,65,51950,76.0
1285,Rendition,2007,6.8,55,50831,68.0
1286,The Game Plan,2007,6.2,44,50702,62.0
1287,"4 luni, 3 saptamâni si 2 zile",2007,7.9,97,50278,79.0
1288,Los cronocrímenes,2007,7.2,68,49773,72.0
1289,My Blueberry Nights,2007,6.7,52,48105,67.0
1290,The Condemned,2007,6.1,23,47556,61.0
1291,Cassandra's Dream,2007,6.7,49,47199,67.0
1292,Lions for Lambs,2007,6.2,47,44316,62.0
1293,Diary of the Dead,2007,5.7,66,43296,57.0
1294,Sydney White,2007,6.3,45,41554,63.0
1295,Perfect Stranger,2007,5.7,31,41128,57.0
1296,In the Name of the King: A Dungeon Siege Tale,2007,3.8,15,40993,38.0
1297,Mongol,2007,7.3,74,40983,73.0
1298,Waitress,2007,7.0,75,40598,70.0
1299,Die Fälscher,2007,7.6,78,39957,76.0
1300,The Reaping,2007,5.7,36,39878,57.0
1301,Pathfinder,2007,5.4,29,39838,54.0
1302,The Visitor,2007,7.7,79,39561,77.0
1303,Mr. Magorium's Wonder Emporium,2007,6.2,48,38852,62.0
1304,Balls of Fury,2007,5.3,38,38056,53.0
1305,Teeth,2007,5.4,57,37994,54.0
1306,The Hitcher,2007,5.6,28,37601,56.0
1307,The Messengers,2007,5.4,34,35760,54.0
1308,Fred Claus,2007,5.6,42,35439,56.0
1309,License to Wed,2007,5.3,25,35217,53.0
1310,Boy A,2007,7.6,75,35147,76.0
1311,Cleaner,2007,6.1,49,34918,61.0
1312,Because I Said So,2007,5.6,26,34845,56.0
1313,The Water Horse,2007,6.5,71,34546,65.0
1314,The Savages,2007,7.2,85,33737,72.0
1315,"Se, jie",2007,7.6,61,33499,76.0
1316,Mr. Woodcock,2007,5.2,41,33138,52.0
1317,The Invisible,2007,6.3,36,32882,63.0
1318,The King of Kong,2007,8.1,83,32734,81.0
1319,The Air I Breathe,2007,6.9,37,32509,69.0
1320,The Last Legion,2007,5.4,37,31857,54.0
1321,The Nines,2007,6.4,52,30632,64.0
1322,In the Land of Women,2007,6.5,47,29579,65.0
1323,Son of Rambow,2007,7.0,66,28959,70.0
1324,P2,2007,5.9,37,28642,59.0
1325,2 Days in Paris,2007,6.8,67,28555,68.0
1326,Auf der anderen Seite,2007,7.8,85,28202,78.0
1327,Sleuth,2007,6.5,49,28185,65.0
1328,Paranoid Park,2007,6.7,83,26859,67.0
1329,Things We Lost in the Fire,2007,7.2,63,26062,72.0
1330,The Dark Knight,2008,9.0,82,1950897,90.0
1331,WALL·E,2008,8.4,95,856318,84.0
1332,Iron Man,2008,7.9,79,805133,79.0
1333,Pinmin baiwanfuweng,2008,8.0,86,718010,80.0
1334,Gran Torino,2008,8.1,72,643015,81.0
1335,Taken,2008,7.8,50,524185,78.0
1336,The Curious Case of Benjamin Button,2008,7.8,70,517358,78.0
1337,Quanmin chaoren,2008,6.4,49,393696,64.0
1338,Twilight,2008,5.2,56,378277,52.0
1339,The Hurt Locker,2008,7.6,94,376554,76.0
1340,Wu di Hao Ke,2008,6.8,61,374758,68.0
1341,Indiana Jones and the Kingdom of the Crystal Skull,2008,6.2,65,374674,62.0
1342,Quantum of Solace,2008,6.6,58,365106,66.0
1343,Gongfu xiongmao,2008,7.6,73,358459,76.0
1344,In Bruges,2008,7.9,67,347731,79.0
1345,Tropic Thunder,2008,7.0,71,340202,70.0
1346,Cloverfield,2008,7.0,64,339116,70.0
1347,Wanted,2008,6.7,64,329695,67.0
1348,Yes Man,2008,6.8,46,299960,68.0
1349,Pineapple Express,2008,7.0,64,282700,70.0
1350,Burn After Reading,2008,7.0,63,275236,70.0
1351,The Wrestler,2008,7.9,81,271502,79.0
1352,Jumper,2008,6.1,35,264471,61.0
1353,Seven Pounds,2008,7.6,36,259277,76.0
1354,Forgetting Sarah Marshall,2008,7.2,67,239430,72.0
1355,Step Brothers,2008,6.9,51,236474,69.0
1356,Hellboy II: The Golden Army,2008,7.0,78,230751,70.0
1357,Vicky Cristina Barcelona,2008,7.1,70,220632,71.0
1358,Changeling,2008,7.8,63,216621,78.0
1359,RocknRolla,2008,7.3,53,213597,73.0
1360,The Reader,2008,7.6,58,210660,76.0
1361,21,2008,6.8,48,207707,68.0
1362,Role Models,2008,6.9,61,206820,69.0
1363,Valkyrie,2008,7.1,56,205725,71.0
1364,Rambo,2008,7.0,46,195471,70.0
1365,Body of Lies,2008,7.1,57,192779,71.0
1366,Yip Man,2008,8.0,59,190536,80.0
1367,Låt den rätte komma in,2008,7.9,82,189287,79.0
1368,Get Smart,2008,6.5,54,183464,65.0
1369,Death Race,2008,6.4,43,181968,64.0
1370,The Happening,2008,5.0,34,179530,50.0
1371,Mamma Mia!,2008,6.4,51,173820,64.0
1372,You Don't Mess with the Zohan,2008,5.5,54,171786,55.0
1373,Madagascar: Escape 2 Africa,2008,6.7,61,171423,67.0
1374,The Chronicles of Narnia: Prince Caspian,2008,6.5,62,170312,65.0
1375,Revolutionary Road,2008,7.3,69,169913,73.0
1376,Bolt,2008,6.9,67,166052,69.0
1377,Eagle Eye,2008,6.6,43,162692,66.0
1378,The Bank Job,2008,7.3,69,162439,73.0
1379,Zack and Miri Make a Porno,2008,6.6,56,160765,66.0
1380,The Boy in the Striped Pyjamas,2008,7.8,55,159462,78.0
1381,What Happens in Vegas,2008,6.1,36,153206,61.0
1382,The Day the Earth Stood Still,2008,5.5,40,151358,55.0
1383,Milk,2008,7.6,84,150787,76.0
1384,Transporter 3,2008,6.1,51,141686,61.0
1385,"Definitely, Maybe",2008,7.2,59,141031,72.0
1386,27 jian lifu de mimi,2008,6.1,47,138929,61.0
1387,Vantage Point,2008,6.6,40,135919,66.0
1388,The Mummy: Tomb of the Dragon Emperor,2008,5.2,31,134113,52.0
1389,Marley & Me,2008,7.1,53,131070,71.0
1390,Defiance,2008,7.2,58,126942,72.0
1391,Harold & Kumar Escape from Guantanamo Bay,2008,6.6,57,122080,66.0
1392,Horton Hears a Who!,2008,6.8,71,117282,68.0
1393,"10,000 BC",2008,5.1,34,117061,51.0
1394,Max Payne,2008,5.4,31,115128,54.0
1395,Australia,2008,6.6,53,111033,66.0
1396,Doubt,2008,7.5,68,109964,75.0
1397,Sex and the City,2008,5.6,53,107032,56.0
1398,The Strangers,2008,6.2,47,105503,62.0
1399,Bronson,2008,7.1,71,104203,71.0
1400,Saw V,2008,5.8,20,102104,58.0
1401,Gake no ue no Ponyo,2008,7.7,86,101240,77.0
1402,Street Kings,2008,6.8,55,100642,68.0
1403,Journey to the Center of the Earth,2008,5.8,57,99827,58.0
1404,Frost/Nixon,2008,7.7,80,95055,77.0
1405,Meet the Spartans,2008,2.7,9,95013,27.0
1406,The Forbidden Kingdom,2008,6.6,57,94668,66.0
1407,Mirrors,2008,6.2,35,94523,62.0
1408,The Other Boleyn Girl,2008,6.7,50,93092,67.0
1409,Never Back Down,2008,6.6,39,88194,66.0
1410,Babylon A.D.,2008,5.6,26,87748,56.0
1411,Be Kind Rewind,2008,6.4,52,84436,64.0
1412,The X Files: I Want to Believe,2008,5.9,47,83723,59.0
1413,Nick and Norah's Infinite Playlist,2008,6.7,64,81880,67.0
1414,Disaster Movie,2008,1.9,15,80283,19.0
1415,Bedtime Stories,2008,6.1,33,79442,61.0
1416,Righteous Kill,2008,6.0,36,78772,60.0
1417,Sex Drive,2008,6.5,49,78055,65.0
1418,The Spiderwick Chronicles,2008,6.6,62,77772,66.0
1419,Step Up 2: The Streets,2008,6.3,50,74075,63.0
1420,Semi-Pro,2008,5.8,47,72494,58.0
1421,The House Bunny,2008,5.5,55,71113,55.0
1422,Felon,2008,7.5,58,71024,75.0
1423,The Duchess,2008,6.9,62,69604,69.0
1424,"Synecdoche, New York",2008,7.5,67,67812,75.0
1425,Outlander,2008,6.3,40,67616,63.0
1426,Doomsday,2008,6.0,51,67102,60.0
1427,Eden Lake,2008,6.8,65,66914,68.0
1428,Fool's Gold,2008,5.7,29,66317,57.0
1429,Sunshine Cleaning,2008,6.9,61,65254,69.0
1430,How to Lose Friends & Alienate People,2008,6.4,35,64519,64.0
1431,Ghost Town,2008,6.7,72,64464,67.0
1432,Blindness,2008,6.6,45,64255,66.0
1433,The Ruins,2008,5.9,44,64144,59.0
1434,Hai su kuaishou,2008,6.0,37,63371,60.0
1435,Quarantine,2008,6.0,53,63191,60.0
1436,Made of Honor,2008,5.9,37,60732,59.0
1437,Hunger,2008,7.6,82,58793,76.0
1438,City of Ember,2008,6.5,58,58152,65.0
1439,Superhero Movie,2008,4.5,33,57713,45.0
1440,The Spirit,2008,4.8,30,56639,48.0
1441,Pride and Glory,2008,6.7,45,56118,67.0
1442,Religulous,2008,7.7,56,55228,77.0
1443,Four Christmases,2008,5.7,41,55051,57.0
1444,Punisher: War Zone,2008,6.0,30,54960,60.0
1445,Appaloosa,2008,6.7,64,54227,67.0
1446,Drillbit Taylor,2008,5.7,41,54167,57.0
1447,The Midnight Meat Train,2008,6.1,58,53498,61.0
1448,Traitor,2008,7.0,60,52151,70.0
1449,Bangkok Dangerous,2008,5.4,24,51734,54.0
1450,Vals Im Bashir,2008,8.0,91,50780,80.0
1451,High School Musical 3: Senior Year,2008,4.6,57,50406,46.0
1452,Star Wars: The Clone Wars,2008,5.9,35,48518,59.0
1453,The Eye,2008,5.4,36,47704,54.0
1454,Man on Wire,2008,7.8,89,47463,78.0
1455,"Food, Inc.",2008,7.8,80,46769,78.0
1456,Transsiberian,2008,6.7,72,46280,67.0
1457,The Love Guru,2008,3.8,24,46210,38.0
1458,Chugyeogja,2008,7.9,64,46152,79.0
1459,The Brothers Bloom,2008,6.8,55,45271,68.0
1460,Lakeview Terrace,2008,6.1,47,44562,61.0
1461,Untraceable,2008,6.2,32,44176,62.0
1462,Rachel Getting Married,2008,6.7,82,43989,67.0
1463,W.,2008,6.3,56,43393,63.0
1464,Song xing che: li yi shi de yue zhang,2008,8.1,68,43116,81.0
1465,"New York, I Love You",2008,6.3,49,42134,63.0
1466,Gomorra,2008,7.0,87,42129,70.0
1467,Chi bi,2008,7.4,73,40354,74.0
1468,My Best Friend's Girl,2008,5.9,34,39841,59.0
1469,Baby Mama,2008,6.0,55,37231,60.0
1470,JCVD,2008,7.2,64,35512,72.0
1471,Deception,2008,6.1,31,35418,61.0
1472,Happy-Go-Lucky,2008,7.0,84,35039,70.0
1473,Meet Dave,2008,5.0,43,34771,50.0
1474,The Hottie & the Nottie,2008,1.9,7,34670,19.0
1475,The Rocker,2008,6.2,53,34532,62.0
1476,The Tale of Despereaux,2008,6.1,53,33293,61.0
1477,Nothing But the Truth,2008,7.2,64,33255,72.0
1478,Two Lovers,2008,7.1,74,32714,71.0
1479,Der Baader Meinhof Komplex,2008,7.4,76,32661,74.0
1480,Entre les murs,2008,7.5,92,31592,75.0
1481,Passengers,2008,5.9,40,30982,59.0
1482,Nim's Island,2008,6.0,55,30505,60.0
1483,Prom Night,2008,3.9,17,30434,39.0
1484,Choke,2008,6.5,47,29987,65.0
1485,Che: Part Two,2008,6.9,64,29814,69.0
1486,Splinter,2008,6.1,58,29760,61.0
1487,Chaos Theory,2008,6.7,44,29756,67.0
1488,Shutter,2008,5.2,37,29755,52.0
1489,Joheunnom nabbeunnom isanghannom,2008,7.3,69,29621,73.0
1490,Leatherheads,2008,6.0,56,29372,60.0
1491,L'instinct de mort,2008,7.6,71,29217,76.0
1492,Pathology,2008,6.0,55,28759,60.0
1493,One Missed Call,2008,4.0,24,28710,40.0
1494,The Wackness,2008,7.0,61,28636,70.0
1495,Dear Zachary: A Letter to a Son About His Father,2008,8.6,82,27528,86.0
1496,Ong-bak 2,2008,6.2,47,26948,62.0
1497,L'ennemi public n°1,2008,7.5,72,25870,75.0
1498,Pontypool,2008,6.6,54,25633,66.0
1499,Jodhaa Akbar,2008,7.6,69,25139,76.0
1500,Inglourious Basterds,2009,8.3,69,1056271,83.0
1501,Afanda,2009,7.8,83,996619,78.0
1502,Up,2009,8.3,88,796350,83.0
1503,The Hangover,2009,7.7,73,644856,77.0
1504,District 9,2009,7.9,81,585594,79.0
1505,Xingji zhengbazhan,2009,8.0,82,545703,80.0
1506,Sherlock Holmes,2009,7.6,57,529933,76.0
1507,Zombieland,2009,7.7,73,437917,77.0
1508,Watchmen,2009,7.6,56,435175,76.0
1509,(500) Days of Summer,2009,7.7,76,425155,77.0
1510,X-Men Origins: Wolverine,2009,6.6,40,416574,66.0
1511,Hali Bote - Hunxue wangzi de beipan,2009,7.6,78,387844,76.0
1512,Transformers: Revenge of the Fallen,2009,6.0,35,353968,60.0
1513,2012,2009,5.8,49,315890,58.0
1514,Mogui zhongjiezhe - Weilai jiushu,2009,6.6,49,311058,66.0
1515,Moon,2009,7.9,67,298913,79.0
1516,Up in the Air,2009,7.4,83,292310,74.0
1517,3 Idiots,2009,8.4,67,278141,84.0
1518,The Proposal,2009,6.7,48,259265,67.0
1519,The Blind Side,2009,7.7,53,254846,77.0
1520,Public Enemies,2009,7.0,70,252939,70.0
1521,Angels & Demons,2009,6.7,48,242627,67.0
1522,Law Abiding Citizen,2009,7.4,34,241636,74.0
1523,The Twilight Saga: New Moon,2009,4.7,44,239860,47.0
1524,Fast & Furious,2009,6.6,46,232691,66.0
1525,Knowing,2009,6.2,41,203205,62.0
1526,The Road,2009,7.3,64,199562,73.0
1527,Ice Age: Dawn of the Dinosaurs,2009,7.0,50,191954,70.0
1528,Män som hatar kvinnor,2009,7.8,76,191018,78.0
1529,G.I. Joe: The Rise of Cobra,2009,5.8,32,187212,58.0
1530,Mr. Nobody,2009,7.9,63,186262,79.0
1531,The Ugly Truth,2009,6.5,28,182911,65.0
1532,"I Love You, Man",2009,7.0,70,180652,70.0
1533,Cloudy with a Chance of Meatballs,2009,7.0,66,176226,70.0
1534,Drag Me to Hell,2009,6.6,83,171661,66.0
1535,Coraline,2009,7.7,80,170702,77.0
1536,Orphan,2009,7.0,42,167392,70.0
1537,Fantastic Mr. Fox,2009,7.8,83,167213,78.0
1538,The Taking of Pelham 123,2009,6.4,55,166386,64.0
1539,Mi yang de shuang yan,2009,8.2,80,163274,82.0
1540,17 Again,2009,6.4,48,160924,64.0
1541,Surrogates,2009,6.3,45,160252,63.0
1542,Night at the Museum: Battle of the Smithsonian,2009,5.9,42,151514,59.0
1543,He's Just Not That Into You,2009,6.4,47,144942,64.0
1544,Adventureland,2009,6.8,76,143350,68.0
1545,The Lovely Bones,2009,6.7,42,139583,67.0
1546,Underworld: Rise of the Lycans,2009,6.6,44,137339,66.0
1547,Invictus,2009,7.4,74,136736,74.0
1548,The Imaginarium of Doctor Parnassus,2009,6.8,65,135421,68.0
1549,Pandorum,2009,6.8,28,133429,68.0
1550,Brüno,2009,5.8,54,129909,58.0
1551,Monsters vs. Aliens,2009,6.5,56,129878,65.0
1552,The Time Traveler's Wife,2009,7.1,47,127879,71.0
1553,Crank: High Voltage,2009,6.2,41,126632,62.0
1554,State of Play,2009,7.1,64,122486,71.0
1555,Gamer,2009,5.8,27,121902,58.0
1556,9,2009,7.1,60,121854,71.0
